gene,pval,logfoldchanges,cluster
ADD2,0.025290448795294886,-21.887802,1
LRRC25,0.025290448795294886,-21.887802,1
MXRA8,0.025290448795294886,-21.887802,1
SPAG4,0.025290448795294886,-21.887802,1
IL1RL1,0.025290448795294886,-21.887802,1
MMP9,0.025290448795294886,-21.887802,1
TBXA2R,0.025290448795294886,-21.887802,1
ESAM,0.025290448795294886,-21.887802,1
VPREB3,0.025290448795294886,-21.887802,1
FCRLA,0.025290448795294886,-21.887802,1
CCL23,0.025290448795294886,-21.887802,1
ELF3,0.025290448795294886,-21.887802,1
LMO2,0.025290448795294886,-21.887802,1
DMC1,0.025290448795294886,-21.887802,1
SMPD3,0.025290448795294886,-21.887802,1
KRT4,0.025290448795294886,-21.887802,1
ENPP2,0.025290448795294886,-21.887802,1
E2F5,0.025290448795294886,-21.887802,1
TBC1D16,0.025290448795294886,-21.887802,1
PLEKHH2,0.025290448795294886,-21.887802,1
ANXA3,0.025290448795294886,-21.887802,1
CCL19,0.025290448795294886,-21.887802,1
PRR4,0.025313353794798443,-1.8247235,1
RANBP1,0.02526499707671282,-0.83107156,1
ASF1B,0.021752249146161032,-23.028662,1
GNLY,0.022617434156696183,-1.2292557,1
CDT1,0.020863342972999473,-22.567553,1
APLP2,0.02271492444532863,-1.311738,1
MT1X,0.022187077588018658,-0.83982265,1
ISG15,0.021911905756464,-0.705634,1
TACSTD2,0.02007870068024689,-22.738037,1
ACTB,0.022326991550002097,-5.961675,1
SLC25A39,0.02220286631206076,-1.037016,1
TRAV13-2,0.019572594868740984,-22.374348,1
CCNB1,0.019572594868740984,-22.374348,1
MARCKS,0.019572594868740977,-22.374348,1
HOXB2,0.021276309598195577,-1.3226488,1
TRDC,0.018958426512370077,-24.03482,1
NKG7,0.019879862846154474,-1.0460522,1
CPVL,0.01796818574714158,-24.711964,1
PRDX4,0.0192160054285921,-1.5258828,1
TIMM13,0.019264304452401373,-1.0000452,1
SSR4,0.019342490394457294,-0.7022291,1
BRI3,0.018944624505524924,-1.2209076,1
FAM210B,0.0186598527768044,-1.8896084,1
PIGR,0.01424923493394524,-22.151396,1
RBP4,0.01424923493394524,-22.151396,1
SPIB,0.01424923493394524,-22.151396,1
CX3CR1,0.01424923493394524,-22.151396,1
HP,0.01424923493394524,-22.151396,1
IL6,0.01424923493394524,-22.151396,1
ADAM23,0.01424923493394524,-22.151396,1
IGF1,0.01424923493394524,-22.151396,1
CENPU,0.01424923493394524,-22.151396,1
TSPAN13,0.01424923493394524,-22.151396,1
CCND1,0.01424923493394524,-22.151396,1
FPR1,0.01424923493394524,-22.151396,1
FBN1,0.01424923493394524,-22.151396,1
EDN1,0.01424923493394524,-22.151396,1
BEX1,0.01424923493394524,-22.151396,1
PPP1R14B,0.014660608132393194,-1.5940078,1
ZFP36L1,0.014474265943688214,-0.9732565,1
CLSPN,0.012499538291012064,-22.738037,1
TNFRSF4,0.012711374809242683,-1.1767572,1
UROD,0.013124148082597216,-1.580617,1
NUF2,0.01135776745406367,-22.567553,1
FOXJ1,0.011357767454063668,-22.567553,1
CCNE1,0.011357767454063668,-22.567553,1
CA2,0.009270869428364062,-23.27079,1
METAP2,0.010792274133750947,-1.0674422,1
PYCARD,0.010438675585614204,-1.1878561,1
GRN,0.009952291311512332,-1.4380322,1
TCL1A,0.00810152690360211,-22.374348,1
ALDH1A1,0.00810152690360211,-22.374348,1
AKR1C3,0.00810152690360211,-22.374348,1
MUC20,0.00810152690360211,-22.374348,1
BATF3,0.00810152690360211,-22.374348,1
HCK,0.00810152690360211,-22.374348,1
PTPRS,0.00810152690360211,-22.374348,1
SGCE,0.00810152690360211,-22.374348,1
CSF2RB,0.00810152690360211,-22.374348,1
F13A1,0.00810152690360211,-22.374348,1
CPNE5,0.00810152690360211,-22.374348,1
LEPR,0.00810152690360211,-22.374348,1
CDKN3,0.007584493222646742,-23.028662,1
UTS2,0.007584493222646742,-23.028662,1
PLEKHG1,0.006609492761348165,-22.738037,1
RAB32,0.006609492761348165,-22.738037,1
RUVBL2,0.007110633219299187,-2.0502403,1
HMGB1,0.007295253996052544,-0.9571333,1
PPBP,0.005789892817264091,-25.92994,1
PF4,0.00487155486181878,-24.220926,1
CKB,0.004637692500589295,-22.567553,1
VMO1,0.004637692500589295,-22.567553,1
NMNAT3,0.004637692500589295,-22.567553,1
EPS8L1,0.004637692500589295,-22.567553,1
MDK,0.004637692500589295,-22.567553,1
TFR2,0.004637692500589295,-22.567553,1
EREG,0.004469291442578253,-23.028662,1
NPC2,0.005310248003916361,-0.95484537,1
TMEM14B,0.004997350969862314,-0.9864435,1
MSR1,0.0026689144152317076,-22.738037,1
CD33,0.0026689144152317076,-22.738037,1
LILRB2,0.0026689144152317076,-22.738037,1
SPP1,0.0026689144152317076,-22.738037,1
PTMA,0.003465974029897614,-3.8984094,1
SCD,0.0022536391836653303,-23.028662,1
TKT,0.0028301261523088475,-1.0508364,1
FSCN1,0.001592794534395908,-23.27079,1
PILRA,0.0015423947362348425,-22.890598,1
SLC34A2,0.0015423947362348425,-22.890598,1
PRSS21,0.0015423947362348425,-22.890598,1
IFIT2,0.0008971117397166002,-25.575705,1
EMP2,0.0008944148408970754,-23.028662,1
FCER1A,0.0008944148408970754,-23.028662,1
GYPC,0.001282066446521581,-1.0124613,1
CCR10,0.000680288404508134,-24.793257,1
VIM,0.0009773424237836028,-2.341868,1
TRAP1,0.0008073300299112026,-2.3442986,1
TMEM176B,0.0005665062559691521,-23.47836,1
CXCL1,0.0005201191236286724,-23.154753,1
PRC1,0.0005201191236286724,-23.154753,1
TMEM176A,0.0005201191236286724,-23.154753,1
PLBD1,0.0005201191236286724,-23.154753,1
CMBL,0.0005201191236286724,-23.154753,1
PCOLCE,0.0005201191236286724,-23.154753,1
PAICS,0.0007094470282023986,-2.3442986,1
CHST2,0.00045436989054136026,-23.378263,1
LGALS2,0.00045436989054136026,-23.378263,1
S100B,0.0004404267047906806,-24.907415,1
PCSK1N,0.0003996093400991001,-24.580997,1
IFIT3,0.00034594526738391927,-24.220926,1
TRIM58,0.0003031678399247125,-23.27079,1
PARD6B,0.0003031678399247125,-23.27079,1
MT1A,0.0003031678399247125,-23.27079,1
CD300E,0.0003031678399247125,-23.27079,1
HMGA1,0.0004692626332504629,-1.2318715,1
IRF8,0.00024926365633509923,-23.967146,1
GLRX5,0.00036630865058724594,-1.7998995,1
UBE2S,0.0003030203573269673,-2.063919,1
SLC7A7,0.00017705904424257586,-23.378263,1
MS4A7,0.00017705904424257586,-23.378263,1
MT1E,0.00017274261979179895,-2.993207,1
CNKSR2,0.000157151018231993,-23.57203,1
HBA1,0.000157151018231993,-23.57203,1
CAV1,0.0001568490836830266,-23.967146,1
NME1,0.0002030982366385542,-2.063919,1
TUBG1,0.00010358029086663669,-23.47836,1
C15orf48,0.00010358029086663669,-23.47836,1
CSF3R,0.00010358029086663669,-23.47836,1
TM4SF1,0.00010358029086663669,-23.47836,1
CDKN1C,9.090418939485056e-05,-24.220926,1
FXN,0.0001462798300361645,-2.494348,1
IFIT1,8.43125809250404e-05,-23.896196,1
SEC11C,0.0001379505364398601,-1.6093489,1
FTL,0.00015112012037160592,-2.6842625,1
MT1M,6.0681048627022694e-05,-23.57203,1
PLA2G2A,6.0681048627022694e-05,-23.57203,1
EGR1,0.00010362951787797592,-2.027952,1
KCTD12,5.453486025159073e-05,-23.743074,1
CD36,4.25143224431293e-05,-23.896196,1
TNFAIP2,3.559238254403222e-05,-23.660051,1
HEMGN,3.438945002264076e-05,-24.099512,1
HES4,3.0566409834723353e-05,-24.03482,1
RND1,2.2548820579198424e-05,-24.220926,1
MPEG1,2.0898466399635478e-05,-23.743074,1
IGSF6,2.0898466399635478e-05,-23.743074,1
LIMS1,2.3544296483490557e-05,-1.6182148,1
UROS,2.028521977171608e-05,-2.2514875,1
PHACTR1,7.2234567581531745e-06,-23.896196,1
CES1,7.2234567581531745e-06,-23.896196,1
KLRF1,7.2234567581531745e-06,-23.896196,1
RNASE6,5.335237466659574e-06,-24.161472,1
ACTG1,1.2425982747267398e-05,-3.2788053,1
NCF2,3.173978749291435e-06,-24.220926,1
TUBB,9.263111553165462e-06,-1.375716,1
CMTM8,6.715377261072404e-06,-2.7572277,1
PHGDH,2.3858443041136895e-06,-24.33308,1
PA2G4,8.17728209308769e-06,-1.452565,1
HVCN1,1.8878688302219008e-06,-24.27807,1
NME4,4.172943606085537e-06,-2.7812638,1
FGFBP2,1.3637937046404857e-06,-24.220926,1
SPI1,8.061256074482263e-07,-24.27807,1
CCR7,2.758529644005566e-06,-1.9824408,1
HIST1H2AG,5.125741289883571e-07,-24.220926,1
PTCH2,3.0231198225778585e-07,-24.27807,1
TPM2,2.817671858548893e-07,-24.386108,1
MOB3C,2.3582359473743873e-07,-24.486765,1
PASK,4.953344057974523e-07,-2.1724818,1
FGR,3.445079964463111e-08,-24.580997,1
HNRNPA1,2.43524494326309e-07,-2.9879582,1
CD52,1.029191466873105e-07,-3.89737,1
LXN,6.138221478364079e-09,-24.793257,1
S100A12,4.210880001067028e-09,-24.753166,1
CD14,8.696434976692127e-10,-24.870329,1
LMO7,7.590435759642236e-10,-24.943602,1
HMBS,5.403728451944572e-10,-24.832293,1
PDLIM1,4.843542615614809e-10,-25.080149,1
MAP2K2,3.977682711818596e-09,-2.759872,1
AP1S2,4.578378348235689e-09,-2.492436,1
FOSB,7.656829987778079e-10,-2.2354267,1
S100A9,1.544522449068186e-09,-2.0956337,1
MMD,6.772873527083418e-12,-25.234964,1
ALAD,4.479220186571344e-12,-25.205256,1
S100A8,3.68927283022988e-11,-2.5825195,1
NPM1,1.838920280878456e-10,-3.3249116,1
YBX1,1.2892366418377327e-10,-2.272724,1
ST6GALNAC4,4.870800785771035e-13,-25.37528,1
ARV1,1.9487236969520883e-13,-25.320715,1
CHI3L2,9.362540933125904e-14,-26.037664,1
HLA-DMB,9.032521885746168e-14,-25.644508,1
IER2,7.352566986724248e-13,-2.65153,1
PLAC8,1.665436498396873e-12,-2.5289419,1
JUND,6.682020370705056e-14,-2.2873607,1
VSIG1,5.450119693563745e-16,-25.644508,1
UBAC1,2.04311049834783e-17,-25.814077,1
LYZ,4.010453185884444e-18,-3.2688334,1
AIF1,6.0128731783931475e-24,-4.4596,1
SELL,3.7476810652235105e-33,-4.3250256,1
LTB,4.806130417051424e-40,-7.591656,1
CXCR4,3.1882405145044006e-14,12.785634,2
SRGN,4.01240582740455e-05,4.8179116,2
ZFP36,0.00014340181162022432,4.0406704,2
RGS1,0.002677184713903172,5.323537,2
LGALS3,0.01208641481450329,1.6182091,2
HSPA1B,0.024627231248972103,1.9256026,2
FTH1,0.026425822265830085,6.0799713,2
ID2,0.026646371957042045,1.641401,2
HSP90AA1,0.02965362118942879,3.490204,2
CST7,0.034064562436106886,1.1593008,2
SFTPA1,0.03680146198718792,1.389889,2
KLF6,0.04012699166730371,1.4635526,2
GZMA,0.048068657935255756,1.2038654,2
CCL5,0.04841032874167055,2.2646139,2
ALOX5AP,0.05155746505293417,0.9602043,2
NFKBIA,0.051500865205494975,1.5272986,2
DUSP1,0.05760821714090002,1.6219199,2
HOPX,0.062400096285605076,0.82797194,2
SFTPC,0.06986771464311613,1.3102881,2
C12orf75,0.07748302955473119,1.067935,2
FBN1,0.0993447061377376,4.3942704,2
DUSP6,0.10410482305064647,1.5320868,2
PRF1,0.1068155788864031,1.733891,2
CEBPD,0.11313109785670517,1.1899117,2
CDK4,0.11473426629206802,0.9839341,2
TNFRSF12A,0.11684646801507016,2.2275355,2
TIMP1,0.11961001990050761,0.6734612,2
NNMT,0.1224333358978925,2.1489747,2
CCL4L2,0.1286202457344212,2.004685,2
CRYAB,0.13199237519813853,2.9764464,2
GZMH,0.1319517075303467,0.89147055,2
NKG7,0.13414342584534078,1.6470033,2
DUSP2,0.13412291549650016,1.1497211,2
HLA-DQA1,0.13580132101605027,1.1243875,2
IL4I1,0.14360734267680259,1.5509886,2
RGS2,0.14416432703497148,1.2261006,2
EPOR,0.1474440182582306,1.871106,2
C1QA,0.15119605284257992,1.093382,2
HSPE1,0.16749694168409143,0.81293213,2
PDLIM1,0.16755732688468059,1.3967465,2
LDLR,0.16854931304338114,1.1441354,2
DPYSL3,0.16941450210512718,5.383858,2
CD9,0.16933283363907353,1.0283917,2
CLU,0.16942367099577196,0.6936717,2
S100A11,0.17419192916151144,0.65211517,2
DCN,0.17915746621342013,1.4664029,2
TFF3,0.18038366699696362,4.3833017,2
MT1X,0.18230915490269584,0.68292147,2
IL3RA,0.19187182528366264,3.7977824,2
GCLM,0.19162762837446778,0.8952446,2
TNFRSF4,0.19292021130992532,1.4816773,2
CCL4,0.19657233219748282,4.7406893,2
NOP16,0.20661429679421178,0.93981314,2
TRAV13-2,0.21696410405965252,3.0597026,2
IGLC2,0.2204257658425869,1.3896371,2
KLRC1,0.22280515514525415,3.0373058,2
GZMK,0.22838670684084825,1.3355168,2
CSF1,0.22896589517774912,1.3446836,2
CTSL,0.2291176741525069,1.2305925,2
MBOAT2,0.2295440596902122,2.7961109,2
CLIC5,0.23111544431984554,1.7223811,2
PTTG1,0.23782112444589298,0.8036693,2
CRIP1,0.23841686590275998,1.0758408,2
CENPF,0.23913075416564858,1.3010554,2
MSR1,0.24319727434695418,2.573161,2
S100A4,0.2451082774248237,2.030648,2
CD74,0.2517611406518718,0.7737904,2
SPARCL1,0.25382955479447805,1.5768744,2
CCL21,0.25382955479447805,1.5768744,2
RNASE6,0.2545555344875308,1.5768744,2
SLC34A2,0.2574090578974449,2.3799584,2
FCER1A,0.27218410324597225,2.2094758,2
SCD,0.27272926543636106,2.2094758,2
EREG,0.2732734168320858,2.2094758,2
RUFY1,0.2768321809506548,0.9206349,2
TPSAB1,0.2780535446209797,1.4445126,2
MARCH2,0.28075852142542307,0.8472135,2
LGALS1,0.28233568988489116,0.7216984,2
PRC1,0.2875258756206068,2.0569148,2
CFD,0.2896905796644428,0.8261873,2
HLA-DPA1,0.2906383240187224,0.48233682,2
KLRD1,0.29349237649260024,1.223347,2
LYAR,0.31794180997301946,0.5700236,2
KRT5,0.3211974824631685,23.931538,2
RGS13,0.3211974824631685,23.931538,2
ANKRD29,0.3211974824631685,23.931538,2
DRC3,0.3211974824631685,23.931538,2
WIF1,0.3211974824631685,23.931538,2
TMEM63C,0.3211974824631685,23.931538,2
EDN2,0.3211974824631685,23.931538,2
GSTA1,0.3211974824631685,23.931538,2
CCDC50,0.327283370841993,0.9917229,2
RHOC,0.3317394588124287,0.6414616,2
MOB3C,0.3318294383188858,1.2109518,2
ZEB2,0.33167417905835006,0.6745915,2
C15orf48,0.3369665914009492,1.6767298,2
TUBG1,0.3369665914009492,1.6767298,2
JCHAIN,0.3370641479853319,1.0508146,2
TSPAN17,0.33891818675539775,1.0400862,2
CSF3,0.34566883792553105,4.3723626,2
DEFB1,0.34566883792553105,4.3723626,2
INHBA,0.34566883792553105,4.3723626,2
SNTN,0.34566883792553105,4.3723626,2
IGKV4-1,0.34566883792553105,4.3723626,2
KRT14,0.34566883792553105,4.3723626,2
HIST1H2BH,0.3556796994476571,1.5692565,2
XCL2,0.35600412512461355,1.1297559,2
KLRC2,0.37066114341860235,3.4240117,2
MRC1,0.3707217378894784,3.3821878,2
FKBP4,0.3707649850875755,0.63728493,2
AQP4,0.371266371706385,3.3718066,2
NCAPG,0.371266371706385,3.3718066,2
IGKV3-20,0.371266371706385,3.3718066,2
PLD1,0.371266371706385,3.3718066,2
KRT15,0.371266371706385,3.3718066,2
CDCA3,0.371266371706385,3.3718066,2
SFTA2,0.37276398954117296,1.4691628,2
TRDC,0.374281574076505,3.334449,2
NAMPT,0.38627774233589407,0.4844577,2
HLA-DPB1,0.3892880995339989,0.46044627,2
IGHA1,0.3898463241665706,0.8266504,2
FECH,0.391503358488155,1.3754953,2
IGSF6,0.391503358488155,1.3754953,2
RAB31,0.3920438649081698,1.3754953,2
IL23A,0.3978206793957505,0.84828985,2
IGFBP5,0.3979747997913441,2.786287,2
DERL3,0.3979747997913441,2.786287,2
PTX3,0.3979747997913441,2.786287,2
FXYD3,0.3979747997913441,2.786287,2
GPR183,0.40109475124991434,0.36233807,2
VDAC3,0.4106802240990942,0.37584987,2
MYL9,0.4118620036988291,1.2874743,2
IL13,0.4134601259030234,2.573161,2
APOC1,0.41542461955330934,0.59414446,2
MED24,0.41743353826170937,0.76540846,2
C11orf96,0.42577269411581586,2.3706925,2
MXRA8,0.42577269411581586,2.3706925,2
CCL19,0.42577269411581586,2.3706925,2
KRT4,0.42577269411581586,2.3706925,2
CD80,0.42577269411581586,2.3706925,2
SMPD3,0.42577269411581586,2.3706925,2
ESAM,0.42577269411581586,2.3706925,2
PLEKHH2,0.42577269411581586,2.3706925,2
IDO1,0.42577269411581586,2.3706925,2
SLC22A31,0.42577269411581586,2.3706925,2
ELF3,0.42577269411581586,2.3706925,2
MND1,0.42682222716809726,2.3706925,2
SLC39A3,0.4315500883319614,0.6374422,2
MTRNR2L12,0.435266992376678,0.36924848,2
C1QC,0.43886717910401674,0.874462,2
ADAM19,0.44565992687121236,0.597338,2
ST6GALNAC4,0.4463998230408952,0.70657176,2
HLA-DRB1,0.44878253065612406,0.3603154,2
CKS2,0.44976773076872756,0.38295016,2
CCL20,0.4512126168417806,1.2552576,2
CENPU,0.45463243127517816,2.0482073,2
IL6,0.45463243127517816,2.0482073,2
PIGR,0.45463243127517816,2.0482073,2
HP,0.45463243127517816,2.0482073,2
ALDH2,0.45637438285670795,0.83208233,2
RASGRP3,0.4718958534861242,1.051334,2
HES4,0.47340998211976615,1.051334,2
CCL2,0.47340998211976615,1.051334,2
HLA-DRA,0.4752751703647905,0.29161784,2
LMNA,0.47897863579026956,0.48946723,2
ALDH1A1,0.48452020304891885,1.7846154,2
BATF3,0.48452020304891885,1.7846154,2
CSF2RB,0.48452020304891885,1.7846154,2
AKR1C3,0.48452020304891885,1.7846154,2
WFDC2,0.48452020304891885,1.7846154,2
MARCKS,0.48550999191540534,1.7846154,2
C1QB,0.4870211493332318,0.5515364,2
DNASE1L3,0.4874733414400243,1.7846154,2
KLRB1,0.4876140647498808,0.5074831,2
TTC38,0.4942869809676046,0.98038614,2
ITM2C,0.4970134194642698,0.40771884,2
RHOB,0.5010630958169564,0.76259327,2
CMC1,0.5047308776119682,0.6068146,2
IFNG,0.5068617088750458,0.5463464,2
HSPA8,0.5145445342653265,0.7931964,2
MT1G,0.5153960902281353,1.5616655,2
MDK,0.5153960902281353,1.5616655,2
MINPP1,0.516160966409865,0.9127134,2
HLA-DRB5,0.5162416898685577,0.42027327,2
CDT1,0.5172927992416392,1.5616655,2
MGP,0.5183651939217488,0.5412299,2
CSF2,0.5210227859838528,1.5616655,2
ID1,0.5283030772578539,0.5688379,2
ANXA2,0.529171838711727,0.25031435,2
ITGB1,0.530256229318979,0.25547525,2
CPA3,0.5472142002758469,1.3684629,2
SPP1,0.5472142002758469,1.3684629,2
RETN,0.5472142002758469,1.3684629,2
XCL1,0.5472025060577264,0.35946852,2
RAB32,0.548120723390812,1.3684629,2
PLEKHG1,0.5481207233908122,1.3684629,2
CYR61,0.548120723390812,1.3684629,2
IL10,0.5507102697305523,1.3825533,2
SFTPA2,0.5558583779622781,0.408398,2
S100A6,0.558674369951005,0.4485414,2
FN1,0.5639950697655954,0.60045487,2
TUBA1C,0.5658706347941356,0.35332817,2
SPON2,0.5708533321014085,0.53079635,2
PRSS21,0.5799228683633963,1.1979803,2
MYB,0.5799228683633963,1.1979803,2
KRT18,0.5837226801731878,0.7266127,2
FAM89A,0.5841522342745826,0.7266127,2
PHGDH,0.5850074769765934,0.7266127,2
RUVBL2,0.5958196580432962,0.49014345,2
GNG11,0.6038735023498432,0.530622,2
TPM2,0.6078487867493458,0.6694703,2
PLCG2,0.6115179085148101,0.61550665,2
SLC29A1,0.6134649203345678,1.0454196,2
S100A14,0.6142659756606201,1.0454196,2
ASF1B,0.6181995921047618,1.0454196,2
BATF,0.621050814260961,0.25625473,2
IFI30,0.6242770668873429,0.49689502,2
LPCAT3,0.6316282516672407,0.5170896,2
NDC80,0.6323354237136137,0.6144636,2
TIMP3,0.647777995172888,0.9073582,2
PCOLCE,0.647777995172888,0.9073582,2
AGR2,0.647777995172888,0.9073582,2
TMEM176A,0.647777995172888,0.9073582,2
MUC1,0.648518663784271,0.9073582,2
ALAD,0.6620204498105486,0.43164417,2
TNFSF13B,0.6629938712013604,0.43164417,2
FOS,0.6658883005612786,0.593655,2
MIF,0.6674953639862058,0.17689012,2
TYROBP,0.6789125315765259,0.30466443,2
NUSAP1,0.6826235498048617,0.51025206,2
MMD,0.6826874169383004,0.40005693,2
TRIM58,0.6827949236075994,0.78126955,2
TUFT1,0.6827949236075994,0.78126955,2
MT1A,0.6827949236075994,0.78126955,2
HSP90B1,0.6897650858231004,0.14485289,2
AREG,0.6945693718045737,0.2793777,2
HSP90AB1,0.6960123435711303,0.18511711,2
PRDX4,0.6969913365452434,0.2569059,2
ICAM1,0.7048464754695346,0.36912286,2
KPNA2,0.7066066314828565,0.26794884,2
MATK,0.7074251581559394,0.2629151,2
CEBPB,0.7159149044082682,0.14451462,2
THBS1,0.7184441586098598,0.6652344,2
APOD,0.7196531563677737,0.6652344,2
NAPSA,0.7546502527213134,0.55776125,2
TM4SF1,0.7546502527213134,0.55776125,2
CSF3R,0.7546502527213134,0.55776125,2
CTSH,0.7627407933725552,0.15793066,2
HEBP1,0.7663788922974136,0.23904821,2
SERPINA1,0.7664872347942506,0.27997828,2
SFTPB,0.7899091705623221,0.17259775,2
MT1M,0.7913343764389195,0.4576675,2
PLA2G2A,0.7913343764389195,0.4576675,2
AGER,0.7917915661016653,0.4576675,2
CLECL1,0.7926971223679807,0.4576675,2
OAT,0.8116910613514519,0.13069259,2
TNFAIP2,0.8284148712671442,0.36399996,2
PTGS2,0.8291688715338519,0.36399996,2
LXN,0.8364406097357385,0.23559415,2
MAP3K8,0.8428874463982865,0.15662912,2
MAP2K2,0.8523473218268525,0.10366473,2
APOE,0.8528166350555197,0.16880062,2
GAPDH,0.8559314399084419,0.1407628,2
LUM,0.8658078305530826,0.27597892,2
SERPINF1,0.8664001100263454,0.27597892,2
ZFAND2A,0.8683462839183219,0.09337853,2
HERPUD1,0.868484612721534,0.073035,2
ACSS1,0.8821094529911973,0.10224573,2
CD14,0.8895257774473975,0.1543046,2
CPOX,0.8896500076896888,0.1543046,2
KRT13,0.8923976026494702,0.1543046,2
IL2RB,0.8929573151392883,0.09070096,2
RANBP1,0.8932144965559694,0.05822856,2
CTSW,0.9018262679786764,0.069552094,2
GEM,0.9059110791798772,0.19295849,2
CXCL8,0.9167003283097703,0.115270734,2
HMGB2,0.9356523088368804,0.039048065,2
IFI27,0.9391310663485719,0.059489187,2
IFIT1,0.9415775149612137,0.11439763,2
MS4A1,0.9415775149612137,0.11439763,2
SEC11C,0.9473128030027359,0.03163857,2
IGFBP7,0.9572155810808454,0.040779117,2
G0S2,0.9701326204090915,0.04015051,2
LTC4S,0.9702331450871167,0.04015051,2
SPRR3,0.979048074059899,0.039838627,2
IRF8,0.9792768218109438,0.039838627,2
PARVB,0.9852610094014703,0.016055902,2
CDK6,0.9959265442420443,0.0040930724,2
CCNO,1.0,0.0,2
TSPAN19,1.0,0.0,2
IGKV3D-20,1.0,0.0,2
CRISP2,1.0,0.0,2
PGBD1,1.0,0.0,2
OLFM4,1.0,0.0,2
UBD,1.0,0.0,2
ADH7,1.0,0.0,2
TSLP,1.0,0.0,2
TSPAN8,1.0,0.0,2
IGKV1-16,1.0,0.0,2
GMPR,1.0,0.0,2
SPINK1,1.0,0.0,2
CRHBP,1.0,0.0,2
GYPE,1.0,0.0,2
CD207,1.0,0.0,2
CRISP3,1.0,0.0,2
GSTA2,1.0,0.0,2
SCEL,1.0,0.0,2
C6orf58,1.0,0.0,2
CXCL9,1.0,0.0,2
IL5,1.0,0.0,2
IGKV1-8,1.0,0.0,2
FGA,1.0,0.0,2
CLEC1B,1.0,0.0,2
ADH1C,1.0,0.0,2
HIST1H3B,1.0,0.0,2
FOXI1,1.0,0.0,2
SSPN,1.0,0.0,2
IGKV3-11,1.0,0.0,2
IBSP,1.0,0.0,2
CPLX2,1.0,0.0,2
FABP6,1.0,0.0,2
KRT78,1.0,0.0,2
IGKV2-30,1.0,0.0,2
IGKV1-9,1.0,0.0,2
CFAP73,1.0,0.0,2
ESM1,1.0,0.0,2
IGKV2D-28,1.0,0.0,2
FABP1,1.0,0.0,2
PRH2,1.0,0.0,2
PGC,1.0,0.0,2
IGKV1-6,1.0,0.0,2
RSPH9,1.0,0.0,2
HAND1,1.0,0.0,2
MUCL1,1.0,0.0,2
SPINK5,1.0,0.0,2
IGKV1D-39,1.0,0.0,2
RANBP17,1.0,0.0,2
PLA2G1B,1.0,0.0,2
EFCAB1,1.0,0.0,2
IGKV1D-8,1.0,0.0,2
NDP,1.0,0.0,2
GATA1,1.0,0.0,2
DNAH12,1.0,0.0,2
CFAP77,1.0,0.0,2
FCN2,1.0,0.0,2
LCN1,1.0,0.0,2
SCGB1C1,1.0,0.0,2
SCT,1.0,0.0,2
APOA4,1.0,0.0,2
MUC5AC,1.0,0.0,2
DMBT1,1.0,0.0,2
IGF2,1.0,0.0,2
CCKBR,1.0,0.0,2
LTF,1.0,0.0,2
ATP13A4-AS1,1.0,0.0,2
AOC1,1.0,0.0,2
PRG2,1.0,0.0,2
MS4A3,1.0,0.0,2
TRBV30,1.0,0.0,2
XAGE2,1.0,0.0,2
CFAP157,1.0,0.0,2
WDR38,1.0,0.0,2
SPTSSB,1.0,0.0,2
ZMAT4,1.0,0.0,2
RBP2,1.0,0.0,2
CA1,1.0,0.0,2
PBK,1.0,0.0,2
CLDN18,1.0,0.0,2
CALB1,1.0,0.0,2
NOV,1.0,0.0,2
TRH,1.0,0.0,2
TG,1.0,0.0,2
MUC13,1.0,0.0,2
ITGB5,1.0,0.0,2
PSCA,1.0,0.0,2
CPB1,1.0,0.0,2
CP,1.0,0.0,2
DEFA3,1.0,0.0,2
PLP1,1.0,0.0,2
UPK1B,1.0,0.0,2
TRBV27,1.0,0.0,2
TRBV9,1.0,0.0,2
MS4A8,1.0,0.0,2
CCL26,1.0,0.0,2
CRH,1.0,0.0,2
MSMB,1.0,0.0,2
DKK1,1.0,0.0,2
HOXA7,1.0,0.0,2
GPR17,1.0,0.0,2
NPY,1.0,0.0,2
ALB,1.0,0.0,2
FAM25A,1.0,0.0,2
LIPF,1.0,0.0,2
CXCL6,1.0,0.0,2
ANKRD1,1.0,0.0,2
PNLDC1,1.0,0.0,2
DNTT,1.0,0.0,2
CRTAC1,1.0,0.0,2
CYP17A1,1.0,0.0,2
CFAP43,1.0,0.0,2
IL20RA,1.0,0.0,2
FDCSP,1.0,0.0,2
CCL24,1.0,0.0,2
TRBV7-3,1.0,0.0,2
PPP1R9A,1.0,0.0,2
TRBV4-2,1.0,0.0,2
MUC4,1.0,0.0,2
CPA4,1.0,0.0,2
ACY3,1.0,0.0,2
MYL1,1.0,0.0,2
LINC01510,1.0,0.0,2
ZDHHC19,1.0,0.0,2
C11orf97,1.0,0.0,2
ARHGAP42,1.0,0.0,2
MMP10,1.0,0.0,2
MMP1,1.0,0.0,2
TM4SF19,1.0,0.0,2
MMP12,1.0,0.0,2
MMP13,1.0,0.0,2
TEX12,1.0,0.0,2
AZGP1,1.0,0.0,2
CYTL1,1.0,0.0,2
EPDR1,1.0,0.0,2
MUC6,1.0,0.0,2
GKN1,1.0,0.0,2
ALOX15,1.0,0.0,2
CLCNKB,1.0,0.0,2
AURKB,1.0,0.0,2
GGT5,1.0,0.0,2
IGLC6,1.0,0.0,2
ALDH3A1,1.0,0.0,2
CCL8,1.0,0.0,2
