gene,pval,logfoldchanges,cluster
GRN,0.02253450414223174,-1.3176057,3
NKG7,0.02164981362107504,-1.0372381,3
CCNA2,0.019572819404258788,-22.368755,3
CCNB1,0.019572819404258788,-22.368755,3
TRDC,0.018958650981490254,-24.029198,3
CPVL,0.017968409830626732,-24.70631,3
CDK4,0.020178021100871302,-1.514042,3
MARCH2,0.019442847040623622,-1.8734607,3
NME1,0.019424946112757656,-1.3377237,3
STXBP2,0.019402005120246243,-1.0598255,3
JUN,0.018938247458830423,-2.343364,3
RNF145,0.017574071483804993,-1.0725161,3
CTSS,0.01705669106668378,-0.79559386,3
TCF4,0.014249453908373606,-22.145807,3
CX3CR1,0.014249453908373606,-22.145807,3
CCND1,0.014249453908373606,-22.145807,3
TNFRSF9,0.014249453908373606,-23.149149,3
AKAP12,0.014249453908373606,-22.145807,3
RBP4,0.014249453908373606,-22.145807,3
ADAM23,0.014249453908373606,-22.145807,3
HP,0.014249453908373606,-22.145807,3
BEX1,0.014249453908373606,-22.145807,3
FPR1,0.014249453908373606,-22.145807,3
SPIB,0.014249453908373606,-22.145807,3
FBN1,0.014249453908373606,-22.145807,3
IL6,0.014249453908373606,-22.145807,3
CCL20,0.01352640980790437,-2.1230047,3
IFI27,0.0140435461416481,-2.0061295,3
SEC11C,0.014622617889360263,-0.9212033,3
CLSPN,0.012499752350810753,-22.73244,3
CCNE1,0.011357977194875557,-22.561958,3
SOX4,0.010888460390068485,-25.56999,3
CD8B,0.011921131040066929,-2.0314183,3
IFI6,0.011588385954196806,-1.1588718,3
IFITM3,0.011573683346654077,-1.2023945,3
ARC,0.009392667819936444,-23.566418,3
CMTM8,0.010782641439543713,-1.6147789,3
HES1,0.009007293685734564,-23.81602,3
CDK6,0.010061055043551472,-1.6509639,3
LEPR,0.008101717918970236,-22.368755,3
SGCE,0.008101717918970236,-22.368755,3
MUC20,0.008101717918970236,-22.368755,3
CPNE5,0.008101717918970236,-22.368755,3
CSF2RB,0.008101717918970236,-22.368755,3
TCL1A,0.008101717918970236,-22.368755,3
PTPRS,0.008101717918970236,-22.368755,3
HCK,0.008101717918970236,-22.368755,3
ALDH1A1,0.008101717918970236,-22.368755,3
BATF3,0.008101717918970236,-22.368755,3
UTS2,0.007584680141428853,-23.023062,3
PLEKHG1,0.006609670854651911,-22.73244,3
RAB32,0.006609670854651911,-22.73244,3
NOP16,0.007861497456607962,-2.0241795,3
RNF130,0.00728161174989495,-2.0420198,3
PPBP,0.005790062186104133,-25.924187,3
CCT2,0.006812983249529851,-1.1800534,3
PF4,0.004871712709626341,-24.215296,3
MCM7,0.005465648427138958,-2.1777675,3
MARCH1,0.004637847066069257,-22.561958,3
MDK,0.004637847066069257,-22.561958,3
CKB,0.004637847066069257,-22.561958,3
MT1G,0.004637847066069257,-22.561958,3
NMNAT3,0.004637847066069257,-22.561958,3
EPS8L1,0.004637847066069257,-22.561958,3
IGHG1,0.004637847066069257,-22.561958,3
TFR2,0.004637847066069257,-22.561958,3
MBOAT2,0.004637847066069257,-22.561958,3
EREG,0.00446944354554855,-23.023062,3
GEM,0.0037256525285276256,-23.81602,3
CRELD2,0.004088087243331174,-1.4150844,3
SPP1,0.0026690335013269976,-22.73244,3
CTGF,0.0026690335013269976,-22.73244,3
MSR1,0.0026690335013269976,-22.73244,3
GAS6,0.0026690335013269976,-22.73244,3
LILRB2,0.0026690335013269976,-22.73244,3
CD33,0.0026690335013269976,-22.73244,3
CRYAB,0.0022537482696826663,-23.023062,3
SCD,0.0022537482696826663,-23.023062,3
ANXA2,0.0028946531039514,-1.2217537,3
TRAP1,0.00209625389487627,-2.2257512,3
MYB,0.0015424833539649239,-22.885,3
PILRA,0.0015424833539649239,-22.885,3
KRT8,0.0015424833539649239,-22.885,3
PRSS21,0.0015424833539649239,-22.885,3
KRT1,0.0014738288709365349,-24.029198,3
NCL,0.0020665852002142776,-0.8959121,3
PAICS,0.0019024660007700496,-2.2257512,3
AP1S2,0.001927650767931133,-1.3199235,3
GSTP1,0.0019238052201792724,-1.0869617,3
MUC1,0.0013196766614207416,-23.149149,3
FCN3,0.0010448399406830392,-23.47275,3
CRIP1,0.0013083577577814027,-2.5515344,3
IFIT2,0.000897176109292541,-25.56999,3
APOBEC3A,0.0008944790920430779,-23.023062,3
MEF2C,0.0008944790920430779,-23.023062,3
CD93,0.0008944790920430779,-23.023062,3
EMP2,0.0008944790920430779,-23.023062,3
FCER1A,0.0008944790920430779,-23.023062,3
SLC25A39,0.0012545742110230114,-1.536098,3
NPC2,0.0012815883304924645,-1.2887408,3
RANBP1,0.001112399488313184,-1.1750308,3
CCR10,0.0006803426061634802,-24.7876,3
ACSS1,0.0009590249391606544,-2.3025696,3
CD9,0.0009116937094590716,-2.3322663,3
CLECL1,0.0006333214642946564,-23.566418,3
S100A8,0.0009478802989520263,-1.396672,3
TMEM14C,0.0008919577489290352,-1.3900687,3
TMEM176B,0.0005665544931165095,-23.47275,3
TMEM176A,0.0005201647729849656,-23.149149,3
PRC1,0.0005201647729849656,-23.149149,3
ABCA3,0.0005201647729849656,-23.149149,3
CMBL,0.0005201647729849656,-23.149149,3
METAP2,0.0007925513331720735,-1.3371745,3
LGALS2,0.0004544116891700144,-23.372658,3
CHST2,0.0004544116891700144,-23.372658,3
S100B,0.0004404676562833315,-24.901752,3
PCSK1N,0.0003996477433422044,-24.57535,3
IFIT3,0.0003459801476906721,-24.215296,3
HIST1H2BH,0.00033770551816097327,-23.566418,3
TUFT1,0.0003031997489343505,-23.265184,3
PARD6B,0.0003031997489343505,-23.265184,3
CD300E,0.0003031997489343505,-23.265184,3
TRIM58,0.0003031997489343505,-23.265184,3
MT1E,0.00031964715074721224,-2.8745463,3
GAPDH,0.0005063906161559672,-2.3471475,3
MT1X,0.00044147818800944236,-1.4250551,3
S100A9,0.0004852045145243026,-1.4100664,3
TCF7L2,0.000267117684530746,-23.47275,3
EGFL7,0.000267117684530746,-23.47275,3
IRF8,0.00024929157289026274,-23.961525,3
JUNB,0.0004399169604596811,-3.6237025,3
ZFP36L1,0.0004090371562670342,-1.3256125,3
PTGS2,0.00020123830643470507,-23.654438,3
SLC25A37,0.0003037687705316755,-2.4319744,3
SLC7A7,0.00017708105172377912,-23.372658,3
PTPRE,0.00028585058290006115,-2.4319744,3
PPP1R14B,0.00024496650357283463,-2.499503,3
IL23A,0.0002449665035728339,-2.499503,3
AGER,0.00015717124958140852,-23.566418,3
CNKSR2,0.00015717124958140852,-23.566418,3
HBA1,0.00015717124958140852,-23.566418,3
CAV1,0.00015686928750281733,-23.961525,3
TUBB,0.0002765309868586224,-1.1398474,3
SOCS2,0.0002439874863446469,-2.4593349,3
SERPINF1,0.00011988761202343546,-23.73746,3
AREG,0.0001732490929149134,-2.6003072,3
TM4SF1,0.0001035952995784658,-23.47275,3
TPPP3,0.0001035952995784658,-23.47275,3
MT2A,0.00013595962200064536,-1.584569,3
RAN,0.00019523608034720106,-1.2768954,3
CDKN1C,9.09178397774279e-05,-24.215296,3
S100A11,0.0001858738301323089,-1.6748145,3
MS4A1,8.432550107502926e-05,-23.890577,3
IFIT1,8.432550107502926e-05,-23.890577,3
GZMK,0.00010473265861570546,-2.2081847,3
RGS18,7.140684258294421e-05,-23.81602,3
MYL9,7.140684258294421e-05,-23.81602,3
MKRN1,0.0001479120197532253,-1.8025452,3
CCDC144A,6.06911866431209e-05,-23.566418,3
LIMS1,0.00012041987499805336,-1.7323533,3
CD36,4.252209082723096e-05,-23.890577,3
HEMGN,3.439606650905959e-05,-24.093885,3
RND1,2.2553610343319192e-05,-24.215296,3
SSR4,5.765611024212809e-05,-1.1610287,3
MPEG1,2.090298320675268e-05,-23.73746,3
IGSF6,2.090298320675268e-05,-23.73746,3
ZWINT,1.9484923708763685e-05,-24.528988,3
ITGB1,4.4539810078847625e-05,-1.3667339,3
FTH1,4.0911820897779814e-05,-4.316176,3
RALGPS2,1.5069877281250526e-05,-24.029198,3
CD79B,3.231670909138332e-05,-2.638614,3
MIF,4.1785407781619785e-05,-1.4333723,3
PA2G4,3.645990506189467e-05,-1.3179091,3
SCGB3A2,1.1201001724160846e-05,-23.961525,3
TTC38,8.968807258726057e-06,-24.093885,3
NME4,2.055026505098026e-05,-2.6626453,3
KLRF1,7.225418025675114e-06,-23.890577,3
PHACTR1,7.225418025675114e-06,-23.890577,3
MINPP1,5.336776703776096e-06,-24.155844,3
GLRX5,1.4433565816496802e-05,-2.2841623,3
TKT,1.570652620097362e-05,-1.5135305,3
S100A6,1.6954197624287337e-05,-2.602094,3
NEAT1,9.358484037401024e-06,-1.5859368,3
CLIC5,2.5042803691075873e-06,-24.029198,3
RASGRP3,2.5042803691075873e-06,-24.029198,3
PHGDH,2.386646462444665e-06,-24.327444,3
HVCN1,1.8885310978814454e-06,-24.272438,3
CYBB,1.4754725216073237e-06,-24.093885,3
CD79A,1.364300479784055e-06,-24.215296,3
SPARCL1,8.696843185071193e-07,-24.155844,3
MAFB,8.696843185071193e-07,-24.155844,3
VDAC3,2.7633247103497555e-06,-2.0091689,3
HIST1H2AG,5.127985784904913e-07,-24.215296,3
FAM89A,4.767757034917688e-07,-24.327444,3
FOSB,1.4515205455383916e-06,-2.1335738,3
LST1,1.3133218078426953e-06,-2.4677958,3
IL4I1,3.2538852779889006e-07,-24.937935,3
PTCH2,3.0245587895560335e-07,-24.272438,3
SLC40A1,9.286535574267295e-07,-2.9259624,3
MOB3C,2.3594020419639516e-07,-24.481123,3
KRT18,1.7843715791897872e-07,-24.327444,3
DUT,8.354990542897589e-07,-1.8346082,3
FCGR3A,1.30584871811476e-07,-25.286982,3
LYN,1.05292363197913e-07,-24.38047,3
TNFRSF4,2.4205225094754043e-07,-2.7108285,3
CPPED1,9.857484980167018e-08,-24.481123,3
RTKN2,8.728244736605926e-08,-25.616201,3
MYOM2,5.115657731495401e-08,-25.369583,3
COTL1,1.9987612899270226e-07,-1.7556018,3
CENPM,3.5102431484160705e-08,-24.826633,3
FGR,3.4473192788962256e-08,-24.57535,3
HMGB1,1.3865237156726298e-07,-1.8459336,3
ALDH2,8.304748808093567e-09,-24.826633,3
AIF1,5.0887888911185545e-08,-2.2917624,3
IFI30,7.665566120747747e-09,-25.13833,3
ATAD3A,6.143182066313464e-09,-24.7876,3
LXN,6.143182066313464e-09,-24.7876,3
RECK,4.454844288626293e-09,-24.66393,3
S100A12,4.214438444507335e-09,-24.74751,3
SERBP1,7.518301100096041e-08,-1.7224568,3
GNLY,3.3422420290719203e-09,-4.4023185,3
PCCB,2.7916334483940575e-09,-25.007767,3
RGL4,1.8720444285759473e-08,-3.1167727,3
CPOX,2.161599840522771e-09,-24.864666,3
GYPC,3.8537512155573874e-08,-1.6164383,3
UROS,9.438419851836954e-09,-3.1524072,3
CD14,8.705207793373632e-10,-24.864666,3
BRI3,8.152807830694195e-09,-3.1611967,3
LMO7,7.598205341706378e-10,-24.937935,3
MNDA,3.192657666953125e-10,-24.864666,3
S100A4,5.680535505132269e-09,-6.47967,3
SUB1,5.238214807752302e-09,-1.7519482,3
DCAF12,6.264781306624344e-11,-25.041494,3
CLIC3,2.482371955804238e-11,-25.369583,3
NCOA7,1.7619968605750142e-10,-3.3515,3
PTMA,1.648259726499755e-09,-7.0635695,3
ALAD,4.4866758528856035e-12,-25.199572,3
JUND,5.082196868729903e-11,-2.2124279,3
FCN1,9.198719036771176e-13,-25.286982,3
VIM,1.2089611480051286e-10,-4.4090505,3
ARV1,1.9528841091564513e-13,-25.315023,3
CHI3L2,9.383640942765118e-14,-26.0319,3
LPCAT3,7.076675649206974e-14,-25.546345,3
IER2,4.367141464896049e-12,-3.020268,3
CCT6A,2.3172980492911413e-12,-2.815595,3
PSMG1,1.4453549702572116e-15,-25.746948,3
CD52,3.4846397985673957e-12,-5.299073,3
VSIG1,5.467455794401872e-16,-25.638788,3
PTP4A3,5.960148728947722e-17,-25.767689,3
SLC39A3,5.960148728947722e-17,-25.767689,3
RUVBL2,4.8856240402251644e-17,-25.905478,3
UBAC1,2.050994746473761e-17,-25.80834,3
FTL,3.33115673372083e-13,-4.899505,3
ISOC2,2.070174592837343e-18,-26.014463,3
FBLN5,9.570765752779234e-19,-26.066193,3
LYZ,5.023681280413767e-16,-3.1476595,3
RUFY1,3.703478153882432e-19,-26.014463,3
REXO2,3.1862197093134415e-16,-3.8025546,3
PASK,7.28641767728812e-18,-4.1013026,3
SCGB3A1,2.7092775975480794e-19,-26.95979,3
IL32,5.155732850075795e-16,-4.913731,3
PRDX2,8.764404423766839e-17,-2.5778756,3
FXN,1.741963590143577e-24,-26.344824,3
CCR7,5.567380229319446e-20,-3.5045602,3
PLAC8,3.35439682670042e-23,-3.3068662,3
ACTB,8.153328648729942e-23,-16.23709,3
YBX1,1.5627878536251252e-20,-3.167679,3
HNRNPA1,6.995742925416922e-20,-4.606908,3
ACTG1,8.629010417142068e-27,-6.3174553,3
NPM1,3.81912927202936e-25,-4.7439804,3
MAP2K2,5.043045320673489e-42,-27.61968,3
SELL,1.437571557226237e-80,-6.576321,3
LTB,4.449273653693406e-93,-9.079083,3
CXCR4,4.365814485059822e-10,9.312427,4
SRGN,0.00037587989214116305,4.7133484,4
ID2,0.0017887925659088105,3.0824392,4
ALOX5AP,0.0027053710741790477,1.6141059,4
ZFP36,0.003431203626492726,4.1048794,4
RGS1,0.00428445785265387,5.2860074,4
LGALS3,0.007367697406265584,1.7326744,4
CEBPD,0.008176562693035641,2.0351362,4
CST7,0.00864191987339991,1.3742272,4
BATF,0.011429139269500939,1.5437984,4
CCL5,0.014461287367746066,2.6968853,4
HLA-DPA1,0.014219928354081092,1.1602279,4
HLA-DRB1,0.01702333070906227,1.4347376,4
APOE,0.017251739900255348,2.155872,4
ADIRF,0.02136371381013486,2.8110733,4
CD74,0.026012471982103234,1.7588592,4
NFKBIA,0.02748763437478777,2.7615042,4
HLA-DRB5,0.029710708785859095,1.1245303,4
XCL1,0.032593668208937,3.328195,4
LGALS1,0.03226941783575121,1.5268966,4
CEBPB,0.034658480435807944,1.0412617,4
HLA-DRA,0.0421576472169197,0.9291447,4
HLA-DMB,0.043051824945493145,1.9332261,4
KPNA2,0.05219592367752872,1.3824667,4
CRIP1,0.05244506846875761,2.8296432,4
HLA-DQB1,0.05791080824051204,1.305227,4
FABP4,0.0618377496960962,1.914146,4
JCHAIN,0.06714714224697543,1.9075766,4
C12orf75,0.06699180749912566,1.0411061,4
HMGB2,0.0774966026026927,0.8483709,4
APOC1,0.08630386316144265,1.4313236,4
TGFBI,0.0908202582276093,2.299985,4
CLU,0.09712849235316413,1.0531988,4
KLF6,0.10524894453241652,1.2637585,4
CLIC5,0.10586195077409043,2.3835154,4
CKB,0.10818212502012783,3.8109083,4
TSPAN17,0.11186549547565981,1.5024072,4
HOPX,0.1203414984328785,1.1390302,4
IL2RB,0.12050328292565676,1.0678121,4
DUSP1,0.12070886607693423,1.5624579,4
GZMB,0.12751553179419878,1.8620178,4
EREG,0.13198937839623714,3.752194,4
THBS1,0.14569294973765623,2.670075,4
HLA-DQA1,0.15527316061954496,1.1394556,4
BNIP3L,0.1573994369599373,0.831934,4
HERPUD1,0.16119215182879226,0.74024117,4
GZMA,0.16785029759486153,0.93729633,4
CHIT1,0.168492576875153,5.5373435,4
IGFBP2,0.168492576875153,5.5373435,4
EMCN,0.168492576875153,5.5373435,4
HSP90AA1,0.16923179164106858,2.2163966,4
CTSS,0.17856697998285445,0.4920372,4
CTSL,0.19368992590456816,1.3891433,4
S100A11,0.19767003558483565,0.6738981,4
C1QC,0.19823427445718678,1.5007023,4
IL6,0.1990764191531445,3.5356808,4
VSIG4,0.2109918296486281,1.8771348,4
CD9,0.21228058098054392,0.9920914,4
NAMPT,0.2125324161328553,1.098921,4
ERRFI1,0.22151464960107567,1.8025784,4
SPARCL1,0.22948480029564844,1.7316332,4
MSR1,0.23354914441145064,2.7266617,4
RND1,0.2409162813079685,1.663963,4
IGLL5,0.24303911410692666,1.8485525,4
GZMH,0.24575332356583748,2.1549537,4
PRSS21,0.24593218767181899,2.5334616,4
TPSAB1,0.24974593346528884,1.5992767,4
SPI1,0.2500395806185864,1.5992767,4
FOXO4,0.2503329583416377,1.5992767,4
CRELD2,0.25308293851430336,0.6012445,4
S100A4,0.2572197397110286,2.2125182,4
DCAF12,0.25756295566118426,1.2192689,4
MGP,0.26592306253774817,0.9525868,4
DUSP2,0.2664295682058604,0.8031816,4
ENG,0.27152973152682314,1.4778701,4
HLA-DPB1,0.2753373664533489,0.48936272,4
CCDC50,0.2777274118171195,1.1477649,4
TRIM58,0.2858173027158309,2.0723646,4
MS4A7,0.300033317883371,1.9462785,4
ADAM19,0.30191665237736315,0.95505595,4
CD160,0.30698674072356474,2.1267295,4
TM4SF1,0.31471219653836113,1.830246,4
EGFL7,0.3151587258726312,1.830246,4
TUBA1C,0.3175714243477614,0.6913131,4
IGHA2,0.3216120667849459,24.077137,4
AXL,0.3216120667849459,24.077137,4
LMTK3,0.3216120667849459,24.077137,4
CEMIP,0.3216120667849459,24.077137,4
CCDC74A,0.3216120667849459,24.077137,4
S100A6,0.3257425861103984,0.7555871,4
DCN,0.3402802084975116,0.9517739,4
ARG1,0.3435306270741396,4.5246325,4
KRT6C,0.3435306270741396,4.5246325,4
RRAD,0.3435306270741396,4.5246325,4
CYP4B1,0.3435306270741396,4.5246325,4
CKS2,0.35091535276181707,0.6577757,4
LMNA,0.35334987609179347,0.8034408,4
LUM,0.36152219320886936,1.5290192,4
MPEG1,0.36152219320886936,1.5290192,4
NCF2,0.3651047625390027,1.663963,4
IGHG4,0.3663637940706096,3.524079,4
GKN2,0.3663637940706096,3.524079,4
FAM111B,0.3663637940706096,3.524079,4
CCL17,0.3663637940706096,3.524079,4
PTMS,0.3763710856273834,0.93349063,4
MZB1,0.37804394402105534,1.4410007,4
ATAD3A,0.3839086126431728,1.0292544,4
LAMP3,0.3901018546588899,2.9385622,4
CLDN4,0.3901018546588899,2.9385622,4
FABP3,0.3909717500093842,2.9385622,4
IGHV1-3,0.3909717500093842,2.9385622,4
DUSP6,0.3936962475312975,0.7088894,4
CENPM,0.39878939018506443,0.9868774,4
CH25H,0.4061903161926106,0.7708188,4
SCGB3A2,0.4128767538573386,1.2794247,4
ESAM,0.41473107565671574,2.5229702,4
C11orf96,0.41473107565671574,2.5229702,4
CCL19,0.41473107565671574,2.5229702,4
IL1RL1,0.41473107565671574,2.5229702,4
SFTPD,0.41473107565671574,2.5229702,4
SLC22A31,0.41473107565671574,2.5229702,4
DNAAF1,0.41473107565671574,2.5229702,4
ZFAND2A,0.41487634931119044,0.7265748,4
CXCL8,0.42767295849392895,0.90559304,4
IL32,0.435630413535816,0.9727247,4
EDN1,0.4402336538189112,2.2004874,4
CENPU,0.4402336538189112,2.2004874,4
PIGR,0.4402336538189112,2.2004874,4
PCBP3,0.44107293472958864,2.2004874,4
HSPE1,0.44209146504503094,0.5633969,4
TPX2,0.4427409283663917,2.2004874,4
TOP2A,0.4427409283663917,2.2004874,4
COL1A2,0.44903579323211307,1.1339229,4
NNMT,0.44945546491271915,1.1339229,4
TNFRSF4,0.4586660883073802,0.99878997,4
CCL4,0.4664321770102853,2.1913853,4
ALDH1A1,0.4665876982449666,1.9368982,4
AKR1C3,0.4665876982449666,1.9368982,4
BATF3,0.4665876982449666,1.9368982,4
CCL21,0.4673474214425064,1.0662528,4
CCNA2,0.4674057682276117,1.9368982,4
IFI27,0.4794268820637929,0.5693161,4
ITM2C,0.48115082763329364,0.4135168,4
TAGLN,0.4869033501389681,1.0015664,4
RHOC,0.4891536937726344,0.37512422,4
IGHG1,0.49376724625256874,1.7139509,4
CXCL17,0.49376724625256874,1.7139509,4
ARC,0.4943622798699132,1.7227753,4
FOXJ1,0.49456018047534056,1.7139509,4
PDLIM1,0.5046898509628904,0.7199426,4
SLPI,0.5059190490656829,1.11326,4
GAPDH,0.5110672655237922,0.6429246,4
KLRB1,0.5139809853534283,0.4624224,4
CCL18,0.5195560782630144,0.574723,4
TSC22D1,0.5209421561770347,0.574723,4
CTGF,0.5217423133750214,1.5207509,4
IGHG3,0.5217423133750214,1.5207509,4
PLEKHG1,0.5225062361613064,1.5207509,4
ANXA2,0.5224983931245711,0.26854753,4
CLSPN,0.5232666577478825,1.5207509,4
TACSTD2,0.5240236030997469,1.5207509,4
HIST1H2AC,0.5258535504020343,0.60791063,4
HSPD1,0.5275543555037303,0.40586105,4
HSPA1B,0.5303587669597971,0.6086461,4
TPSB2,0.5408379951357023,0.90559304,4
ITGB1,0.5429937086894837,0.26507288,4
KRT8,0.5504789777181015,1.3502709,4
PSAP,0.5535050891152091,0.21274783,4
ACTA2,0.5536086852967212,0.61873436,4
IL1B,0.5541060204836367,0.61873436,4
KLF10,0.5635314602658951,0.44140562,4
TMEM14C,0.5660146024101906,0.23127066,4
PRDX2,0.5663694201259282,0.20509289,4
MS4A6A,0.5670865274027861,0.7680159,4
TIMP1,0.574650855409935,0.25375658,4
S100A14,0.5806341331506228,1.1977127,4
CPPED1,0.5885126434661756,0.7149921,4
ICAM1,0.6073846883720633,0.52395165,4
TIMP3,0.6100824679899028,1.0596539,4
PLBD1,0.6100824679899028,1.0596539,4
MUC1,0.6107370884287566,1.0596539,4
NUSAP1,0.6112424264942016,0.66380954,4
FTH1,0.6356720613369577,0.8660514,4
NMB,0.6395308674274378,0.5048746,4
TUFT1,0.6408629962274526,0.93356776,4
MT1A,0.6408629962274526,0.93356776,4
CD300E,0.6408629962274526,0.93356776,4
CA2,0.644485466097263,0.93356776,4
SERPINA1,0.6597959232310268,0.4348149,4
ALAD,0.6617669794198893,0.5864678,4
PSMG1,0.6643615350962238,0.46003494,4
MARCH2,0.671328190476078,0.35340217,4
LGALS2,0.6727976692250199,0.8175352,4
CHST2,0.6727976692250199,0.8175352,4
RECK,0.6757732239054155,0.5201207,4
ST6GALNAC4,0.6782000461678338,0.40624243,4
XCL2,0.6866641310770106,0.4447257,4
HEBP1,0.7035015261103077,0.39516315,4
NAPSA,0.7041410789326039,0.71006465,4
TUBG1,0.7041410789326039,0.71006465,4
TPPP3,0.7041410789326039,0.71006465,4
FCN3,0.7056791785372163,0.71006465,4
CCL4L2,0.71054826924375,0.3127545,4
APLP2,0.7118684181912013,0.2570488,4
MT1M,0.7365335239845325,0.6099735,4
MGST1,0.7365335239845325,0.6099735,4
CNKSR2,0.7369967836631112,0.6099735,4
CLECL1,0.7379161455068582,0.6099735,4
HNRNPAB,0.7410521487355675,0.20122075,4
CSF1,0.7446720408732104,0.3891672,4
LXN,0.7449000379460119,0.3891672,4
KLRC1,0.7539263974852412,0.56648105,4
ACTB,0.7572354965163073,0.93819827,4
MAP3K8,0.7582741412867973,0.3127545,4
CENPF,0.7684217549642307,0.34796822,4
SFTA2,0.7693538758732389,0.51630855,4
ID1,0.7759510869942896,0.2710005,4
H2AFZ,0.7857751233299319,0.099509284,4
MNDA,0.7913468630928933,0.30788282,4
FECH,0.8025436105049393,0.42829007,4
MARCO,0.8025436105049393,0.42829007,4
RAB31,0.8028959648034254,0.42829007,4
SERPINF1,0.803246467341328,0.42829007,4
NOP16,0.8039451870478174,0.19692025,4
RUFY1,0.8211028383012982,0.17843817,4
LDLR,0.8214382413088919,0.17843817,4
GRN,0.8279509545901365,0.1274184,4
PCNA,0.8280474316160396,0.16550301,4
RGS2,0.8347956024855384,0.105672374,4
MYL9,0.8366291289777372,0.3452722,4
IL4I1,0.8406912379622757,0.23081964,4
IGKC,0.8552897648180643,0.10842553,4
CTSW,0.8620980677657398,0.08564305,4
LTC4S,0.8635895973090113,0.19373651,4
PYCARD,0.8676077382362348,0.07618569,4
CES1,0.8697884634724686,0.26671395,4
SOX4,0.8807850374470669,0.19532408,4
PCCB,0.8876026848397706,0.15755527,4
FCER1G,0.8914481570577226,0.08332899,4
HSP90AB1,0.8919781658905503,0.090432845,4
SFTPC,0.9026546602623318,0.07243966,4
SPRR3,0.903892806886019,0.19215752,4
CAV1,0.9045791431182049,0.19215752,4
IRF8,0.904748469732616,0.19215752,4
PTTG1,0.9089263665722593,0.07633787,4
FDX1,0.9333918217873464,0.04525385,4
HES4,0.9381059953728569,0.12121228,4
BLVRB,0.9505760249105543,0.054466974,4
GZMK,0.9512787853916594,0.0906946,4
MCM7,0.9607542689506288,0.038070794,4
TCTEX1D2,0.9706247687530437,0.032212727,4
UNG,0.9706792161815747,0.032212727,4
CDK4,0.9822838869707714,0.014895968,4
IFI30,0.9888653684070006,0.021024136,4
FAM210B,0.9905410288986876,0.010279825,4
TUBB4B,0.9912400144995663,0.0055955877,4
TSLP,1.0,0.0,4
ADH1C,1.0,0.0,4
CRISP2,1.0,0.0,4
PLA2G1B,1.0,0.0,4
CFAP73,1.0,0.0,4
MMP10,1.0,0.0,4
CRISP3,1.0,0.0,4
GSTA2,1.0,0.0,4
MMP1,1.0,0.0,4
CRH,1.0,0.0,4
CPLX2,1.0,0.0,4
C6orf58,1.0,0.0,4
TSPAN19,1.0,0.0,4
TSPAN8,1.0,0.0,4
EFCAB1,1.0,0.0,4
ZMAT4,1.0,0.0,4
MYL1,1.0,0.0,4
GATA1,1.0,0.0,4
MMP12,1.0,0.0,4
RANBP17,1.0,0.0,4
PBK,1.0,0.0,4
IL20RA,1.0,0.0,4
MMP13,1.0,0.0,4
MUCL1,1.0,0.0,4
TRBV30,1.0,0.0,4
KRT78,1.0,0.0,4
FOXI1,1.0,0.0,4
CXCL6,1.0,0.0,4
WDR38,1.0,0.0,4
ZDHHC19,1.0,0.0,4
MUC4,1.0,0.0,4
LTF,1.0,0.0,4
CA1,1.0,0.0,4
OLFM4,1.0,0.0,4
ESM1,1.0,0.0,4
MS4A8,1.0,0.0,4
CHGA,1.0,0.0,4
STON2,1.0,0.0,4
ACY3,1.0,0.0,4
GMPR,1.0,0.0,4
PGBD1,1.0,0.0,4
IGKV2D-28,1.0,0.0,4
UBD,1.0,0.0,4
TM4SF19,1.0,0.0,4
NOV,1.0,0.0,4
SYT16,1.0,0.0,4
DLGAP5,1.0,0.0,4
TG,1.0,0.0,4
IBSP,1.0,0.0,4
C11orf97,1.0,0.0,4
IGKV3D-20,1.0,0.0,4
PSCA,1.0,0.0,4
SLC25A21,1.0,0.0,4
NKX2-8,1.0,0.0,4
IGKV1D-8,1.0,0.0,4
CALB1,1.0,0.0,4
CYTL1,1.0,0.0,4
PGC,1.0,0.0,4
AOC1,1.0,0.0,4
RSPH9,1.0,0.0,4
TRAV5,1.0,0.0,4
CXCL9,1.0,0.0,4
ARHGAP42,1.0,0.0,4
GPR17,1.0,0.0,4
SCEL,1.0,0.0,4
CFAP157,1.0,0.0,4
FABP6,1.0,0.0,4
PNLDC1,1.0,0.0,4
DNTT,1.0,0.0,4
EPDR1,1.0,0.0,4
TRH,1.0,0.0,4
ANKRD1,1.0,0.0,4
CPA4,1.0,0.0,4
LINC01510,1.0,0.0,4
CLDN18,1.0,0.0,4
CCL26,1.0,0.0,4
SPTSSB,1.0,0.0,4
GYPE,1.0,0.0,4
MUC5AC,1.0,0.0,4
LIPF,1.0,0.0,4
RBP2,1.0,0.0,4
FAM25A,1.0,0.0,4
CCL24,1.0,0.0,4
IGF2,1.0,0.0,4
SPINK1,1.0,0.0,4
FDCSP,1.0,0.0,4
PPP1R9A,1.0,0.0,4
CPB1,1.0,0.0,4
CCNO,1.0,0.0,4
AZGP1,1.0,0.0,4
PRG2,1.0,0.0,4
CRHBP,1.0,0.0,4
DKK1,1.0,0.0,4
MSMB,1.0,0.0,4
CCKBR,1.0,0.0,4
IL5,1.0,0.0,4
XAGE2,1.0,0.0,4
FGA,1.0,0.0,4
APOA4,1.0,0.0,4
SCT,1.0,0.0,4
SSPN,1.0,0.0,4
CRTAC1,1.0,0.0,4
